
"Report 1"

"CTL_CLAIM_NO","CTL_CLAIM_DATE","CTL_MACHINE_MODEL","CTL_MACHINE_TYPE","CTL_MACHINE_SUBTYPE","CTL_MACHINE_SERIAL","CTL_DELIVERY_DATE","CTL_FAILURE_DATE","CTL_CORRECTED_DATE","CTL_CAUSE_OF_FAILURE","CTL_ETSI","CTL_FC_NO","CLAIM_CATEGORY","BASE_APP_PARTS_AMOUNT","BASE_APP_LABOR_AMOUNT","BASE_APP_MILEAGE_AMOUNT","BASE_APP_OTHER_AMOUNT","BASE_APP_TOTAL_AMOUNT","PARTS_NBR","PARTS_NAME","PARTS_QTY","PARTS_UNIT_PRICE"
"21223  ","20210809","D155A      "," 6","  ","         87841","20200611","20210511","20210730","0311HA","AMSMX202105005 ","         ","W","12,687.28","74.48","23.22","0","12,784.98","22B-03-12590        ","CUSHION        ","8","3.19"
"21224  ","20210818","PC200      "," 8","M0","        C23429","20200304","20210723","20210804","DJG1MA","AMSMX202107050 ","         ","P","123.59","10.64","19.98","0","154.21","600-311-3723        ","SENSOR         ","2","123.59"
"21226  ","20210819","PC350      "," 8","M0","         82146","20210115","20210612","20210617","H170FG","AMSMX202106032 ","         ","W","20,037","143.64","0","0","20,180.64","07000-F5195         ","O-RING         ","2","36.78"
"21226  ","20210819","PC350      "," 8","M0","         82146","20210115","20210612","20210617","H170FG","AMSMX202106032 ","         ","W","20,037","143.64","0","0","20,180.64","207-60-71183        ","ELEMENT        ","2","156.73"
"21226  ","20210819","PC350      "," 8","M0","         82146","20210115","20210612","20210617","H170FG","AMSMX202106032 ","         ","W","20,037","143.64","0","0","20,180.64","707-F1-02180        ","ARM CYLINDER AS","2","19,264.89"
"21226  ","20210819","PC350      "," 8","M0","         82146","20210115","20210612","20210617","H170FG","AMSMX202106032 ","         ","W","20,037","143.64","0","0","20,180.64","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","20","57.86"
"21227  ","20210824","PC3400     ","11","M0","         36301","20191210","20200410","20210811","DV10MA","AMSMX202004013 ","         ","P","3,884.2","10.64","0","418.27","4,313.11","DM25688640          ","HORN           ","1","3,884.2"
"21229  ","20210820","GD555      "," 5","  ","         56210","20210713","20210801","20210812","7C42FL","AMSMX202108008 ","         ","W","27.92","2.66","0.36","0","30.94","01643-31645         ","WASHER         ","8","1.19"
"21229  ","20210820","GD555      "," 5","  ","         56210","20210713","20210801","20210812","7C42FL","AMSMX202108008 ","         ","W","27.92","2.66","0.36","0","30.94","232-70-12480        ","NUT            ","8","2.79"
"21229  ","20210820","GD555      "," 5","  ","         56210","20210713","20210801","20210812","7C42FL","AMSMX202108008 ","         ","W","27.92","2.66","0.36","0","30.94","232-70-12590        ","BOLT           ","8","3"
"21231  ","20210823","GD555      "," 5","  ","         56303","20210712","20210802","20210812","7C42FL","AMSMX202108009 ","         ","W","13.96","2.66","0","0","16.62","01643-31645         ","WASHER         ","4","1.19"
"21231  ","20210823","GD555      "," 5","  ","         56303","20210712","20210802","20210812","7C42FL","AMSMX202108009 ","         ","W","13.96","2.66","0","0","16.62","232-70-12480        ","NUT            ","4","2.79"
"21231  ","20210823","GD555      "," 5","  ","         56303","20210712","20210802","20210812","7C42FL","AMSMX202108009 ","         ","W","13.96","2.66","0","0","16.62","232-70-12590        ","BOLT           ","4","3"
"21232  ","20210823","GD555      "," 5","  ","         56302","20210712","20210801","20210812","7C42FL","AMSMX202108006 ","         ","W","6.98","2.66","0","0","9.64","01643-31645         ","WASHER         ","2","1.19"
"21232  ","20210823","GD555      "," 5","  ","         56302","20210712","20210801","20210812","7C42FL","AMSMX202108006 ","         ","W","6.98","2.66","0","0","9.64","232-70-12480        ","NUT            ","2","2.79"
"21232  ","20210823","GD555      "," 5","  ","         56302","20210712","20210801","20210812","7C42FL","AMSMX202108006 ","         ","W","6.98","2.66","0","0","9.64","232-70-12590        ","BOLT           ","2","3"
"21233  ","20210823","GD555      "," 5","  ","         56209","20210713","20210728","20210812","7C42FL","AMSMX202107056 ","         ","W","27.92","2.66","0","0","30.58","01643-31645         ","WASHER         ","8","1.19"
"21233  ","20210823","GD555      "," 5","  ","         56209","20210713","20210728","20210812","7C42FL","AMSMX202107056 ","         ","W","27.92","2.66","0","0","30.58","232-70-12480        ","NUT            ","8","2.79"
"21233  ","20210823","GD555      "," 5","  ","         56209","20210713","20210728","20210812","7C42FL","AMSMX202107056 ","         ","W","27.92","2.66","0","0","30.58","232-70-12590        ","BOLT           ","8","3"
"21234  ","20210823","PC210      ","10","M0","        C00266","20200228","20210715","20210806","DJG2MA","AMSMX202107039 ","         ","P","123.59","5.32","3.6","0","132.51","600-311-3723        ","SENSOR         ","1","123.59"
"21234  ","20210823","PC210      ","10","M0","        C00266","20200228","20210715","20210806","DJG2MA","AMSMX202107039 ","         ","X","123.59","5.32","3.6","0","132.51","600-311-3723        ","SENSOR         ","1","123.59"
"21235  ","20210823","D155A      "," 6","  ","         88167","20210131","20210713","20210812","DY20MA","AMSMX202107033 ","         ","W","302.07","15.96","9.9","0","327.93","12Y-978-2441        ","WIPER MOTOR    ","2","302.07"
"21236  ","20210823","PC70       "," 8","  ","        C10537","20191031","20210623","20210811","8740MA","AMSMX202107005 ","         ","P","1,222.81","21.28","19.44","0","1,263.53","22L-979-2232        ","RECEIVER       ","2","184.71"
"21236  ","20210823","PC70       "," 8","  ","        C10537","20191031","20210623","20210811","8740MA","AMSMX202107005 ","         ","P","1,222.81","21.28","19.44","0","1,263.53","423-S62-4330        ","COMPRESSOR ASS'","2","947.44"
"21236  ","20210823","PC70       "," 8","  ","        C10537","20191031","20210623","20210811","8740MA","AMSMX202107005 ","         ","P","1,222.81","21.28","19.44","0","1,263.53","AN51515-A0490       ","VALVE          ","2","90.66"
"21237  ","20210901","GD555      "," 5","  ","         56213","20210713","20210813","20210826","751CFL","AMSMX202108025 ","         ","W","13.96","2.66","1.62","0","18.24","01643-31645         ","WASHER         ","4","1.19"
"21237  ","20210901","GD555      "," 5","  ","         56213","20210713","20210813","20210826","751CFL","AMSMX202108025 ","         ","W","13.96","2.66","1.62","0","18.24","232-70-12480        ","NUT            ","4","2.79"
"21237  ","20210901","GD555      "," 5","  ","         56213","20210713","20210813","20210826","751CFL","AMSMX202108025 ","         ","W","13.96","2.66","1.62","0","18.24","232-70-12590        ","BOLT           ","4","3"
"21238  ","20210901","PC210      ","10","M0","        C01754","20200903","20210710","20210822","DV20MA","AMSMX202107024 ","         ","W","170.23","10.64","12.78","0","193.65","417-06-53210        ","BACK-UP ALARM  ","2","170.23"
"21239  ","20210903","D65EX      ","16","  ","         82715","20190329","20210807","20210818","8740FG","AMSMX202107020 ","         ","X","1,098.97","15.96","25.38","0","1,140.31","17A-911-4810        ","COMPRESSOR ASS'","2","1,098.97"
"21240  ","20210909","D85EX      ","15","R ","         21224","20200509","20210702","20210820","A600AE","AMSMX202107009 ","         ","X","1,043.02","42.56","12.6","0","1,098.18","6251-61-1103        ","WATER PUMP     ","2","1,043.02"
"21241  ","20210903","WA380      "," 6","  ","         67941","20191011","20210825","20210825","AJAQAA","AMSMX202105008 ","         ","X","38.25","5.32","15.12","0","58.69","6754-11-8231        ","CAP            ","2","38.25"
"21242  ","20210903","GD555      "," 5","  ","         56193","20200908","20210804","20210828","751CFL","AMSMX202108011 ","         ","W","31.08","5.32","5.4","0","41.8","01643-31645         ","WASHER         ","8","1.19"
"21242  ","20210903","GD555      "," 5","  ","         56193","20200908","20210804","20210828","751CFL","AMSMX202108011 ","         ","W","31.08","5.32","5.4","0","41.8","232-70-12480        ","NUT            ","8","2.79"
"21242  ","20210903","GD555      "," 5","  ","         56193","20200908","20210804","20210828","751CFL","AMSMX202108011 ","         ","W","31.08","5.32","5.4","0","41.8","232-70-12550        ","BOLT           ","8","3.79"
"21243  ","20210903","WA380      "," 6","  ","         67829","20190124","20210827","20210827","AJAQAA","AMSMX202105015 ","         ","X","38.25","5.32","20.34","0","63.91","6754-11-8231        ","CAP            ","2","38.25"
"21244  ","20210903","PC210LC    ","10","M0","        C02213","20210622","20210705","20210825","DV20MA","AMSMX202107014 ","         ","W","173.85","5.32","0","0","179.17","01010-81020         ","BOLT           ","4","1.18"
"21244  ","20210903","PC210LC    ","10","M0","        C02213","20210622","20210705","20210825","DV20MA","AMSMX202107014 ","         ","W","173.85","5.32","0","0","179.17","01643-31032         ","WASHER         ","4","0.63"
"21244  ","20210903","PC210LC    ","10","M0","        C02213","20210622","20210705","20210825","DV20MA","AMSMX202107014 ","         ","W","173.85","5.32","0","0","179.17","417-06-53210        ","BACK-UP ALARM  ","2","170.23"
"21245  ","20210903","PC3400     ","11","M0","         36301","20191210","20200410","20210811","DV10MA","AMSMX202004013 ","         ","W","3,884.2","10.64","0","602.14","4,496.98","DM25688640          ","HORN           ","2","3,884.2"
"21246  ","20210906","PC350      "," 8","M0","         82196","20210324","20210606","20210818","H172FJ","AMSMX202106024 ","         ","W","19,383.11","21.28","12.06","0","19,416.45","707-F1-02180        ","ARM CYLINDER AS","2","19,264.89"
"21246  ","20210906","PC350      "," 8","M0","         82196","20210324","20210606","20210818","H172FJ","AMSMX202106024 ","         ","W","19,383.11","21.28","12.06","0","19,416.45","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","4","59.11"
"21247  ","20210908","HD785      "," 7","  ","         33264","20210630","20210716","20210902","7920EA","AMSMX202107043 ","         ","W","674.16","15.96","0","0","690.12","01010-81635         ","BOLT           ","4","4.21"
"21247  ","20210908","HD785      "," 7","  ","         33264","20210630","20210716","20210902","7920EA","AMSMX202107043 ","         ","W","674.16","15.96","0","0","690.12","06143-31645         ","*WASHER       *","4","1.19"
"21247  ","20210908","HD785      "," 7","  ","         33264","20210630","20210716","20210902","7920EA","AMSMX202107043 ","         ","W","674.16","15.96","0","0","690.12","07145-00090         ","DUST SEAL      ","8","18.83"
"21247  ","20210908","HD785      "," 7","  ","         33264","20210630","20210716","20210902","7920EA","AMSMX202107043 ","         ","W","674.16","15.96","0","0","690.12","421-70-11280        ","WASHER         ","4","8.91"
"21247  ","20210908","HD785      "," 7","  ","         33264","20210630","20210716","20210902","7920EA","AMSMX202107043 ","         ","W","674.16","15.96","0","0","690.12","568-46-11472        ","BUSHING        ","4","285.11"
"21248  ","20210910","PC3400     ","11","M0","         36301","20191210","20210731","20210826","874NCA","AMSMX202108012 ","         ","P","31.53","10.64","0","0","42.17","04120-21755         ","V-BELT         ","2","31.53"
"21249  ","20210908","D85EX      ","15","R ","         21240","20200702","20210707","20210813","4321MA","AMSMX202107048 ","         ","X","938.9","15.96","8.82","0","963.68","7861-93-4040        ","SENSOR         ","2","938.9"
"21250  ","20210909","PC210      ","10","M0","        C01494","20200606","20210813","20210902","DJ10MA","AMSMX202108029 ","         ","P","123.59","5.32","6.3","0","135.21","600-311-3723        ","SENSOR         ","1","123.59"
"21250  ","20210909","PC210      ","10","M0","        C01494","20200606","20210813","20210902","DJ10MA","AMSMX202108029 ","         ","X","123.59","5.32","6.3","0","135.21","600-311-3723        ","SENSOR         ","1","123.59"
"21251  ","20210913","WA380      "," 6","  ","         67926","20190510","20210908","20210908","A130CE","AMSMX202105016 ","         ","X","38.25","5.32","3.6","0","47.17","6754-11-8231        ","CAP            ","2","38.25"
"21252  ","20210913","WA380      "," 6","  ","         67931","20190506","20210907","20210907","A130CE","AMSMX202102026 ","         ","X","38.25","5.32","7.02","0","50.59","6754-11-8231        ","CAP            ","2","38.25"
"21253  ","20210916","GD555      "," 5","  ","         56213","20210713","20210731","20210812","7C42FL","AMSMX202108007 ","         ","W","13.96","2.66","0","0","16.62","01643-31645         ","WASHER         ","4","1.19"
"21253  ","20210916","GD555      "," 5","  ","         56213","20210713","20210731","20210812","7C42FL","AMSMX202108007 ","         ","W","13.96","2.66","0","0","16.62","232-70-12480        ","NUT            ","4","2.79"
"21253  ","20210916","GD555      "," 5","  ","         56213","20210713","20210731","20210812","7C42FL","AMSMX202108007 ","         ","W","13.96","2.66","0","0","16.62","232-70-12590        ","BOLT           ","4","3"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","02781-00522         ","UNION          ","1","62.4"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","02896-11015         ","O-RING         ","3","0.97"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","07002-12434         ","O-RING         ","3","1.91"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","21W-62-42481        ","NIPPLE         ","1","57.12"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","23B-43-71281        ","BLOCK          ","1","307.02"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","23B-43-71311        ","HOSE           ","1","89.48"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","23B-43-71511        ","BRACKET        ","1","84.63"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","23B-60-71110        ","TANK           ","1","5,091.15"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","23B-60-73421        ","PLATE          ","1","53.64"
"21254  ","20210917","GD555      "," 5","  ","         56193","20200908","20210511","20210908","601KHB","AMSMX202105029 ","         ","W","5,927.1","42.56","2.88","0","5,972.54","23B-60-76450        ","HOSE           ","1","48.11"
